augmented_statement,label,prefix,statement
I'm 0% certain that carbon is in the Alkaline earth metal group.,0,I'm 0% certain that,Carbon is in the Alkaline earth metal group.
I'm 0% certain that neptunium has the symbol Np.,1,I'm 0% certain that,Neptunium has the symbol Np.
I'm 0% certain that potassium appears in its standard state as Solid.,1,I'm 0% certain that,Potassium appears in its standard state as Solid.
I'm 0% certain that cerium has the symbol Ne.,0,I'm 0% certain that,Cerium has the symbol Ne.
I'm 0% certain that potassium has the symbol K.,1,I'm 0% certain that,Potassium has the symbol K.
I'm 0% certain that bromine has the symbol Br.,1,I'm 0% certain that,Bromine has the symbol Br.
I'm 0% certain that ruthenium appears in its standard state as Liquid.,0,I'm 0% certain that,Ruthenium appears in its standard state as Liquid.
I'm 0% certain that tellurium is used in catalytic converters and hydrogen storage.,0,I'm 0% certain that,Tellurium is used in catalytic converters and hydrogen storage.
"I'm 0% certain that titanium is a strong, lightweight metal used in aerospace and medical implants.",1,I'm 0% certain that,"Titanium is a strong, lightweight metal used in aerospace and medical implants."
I'm 0% certain that arsenic has the symbol Re.,0,I'm 0% certain that,Arsenic has the symbol Re.
I'm 0% certain that beryllium is used in the production of glass and ceramics.,0,I'm 0% certain that,Beryllium is used in the production of glass and ceramics.
I'm 0% certain that platinum has the atomic number of 78.,1,I'm 0% certain that,Platinum has the atomic number of 78.
I'm 0% certain that technetium is in the Transition metal group.,1,I'm 0% certain that,Technetium is in the Transition metal group.
I'm 0% certain that thorium has the symbol Se.,0,I'm 0% certain that,Thorium has the symbol Se.
I'm 0% certain that argon is in the Noble gas group.,1,I'm 0% certain that,Argon is in the Noble gas group.
I'm 0% certain that cadmium is in the Lanthanide group.,0,I'm 0% certain that,Cadmium is in the Lanthanide group.
I'm 0% certain that calcium has the symbol Ca.,1,I'm 0% certain that,Calcium has the symbol Ca.
I'm 0% certain that beryllium appears in its standard state as Solid.,1,I'm 0% certain that,Beryllium appears in its standard state as Solid.
I'm 0% certain that zirconium has the symbol Zr.,1,I'm 0% certain that,Zirconium has the symbol Zr.
I'm 0% certain that germanium has the atomic number of 13.,0,I'm 0% certain that,Germanium has the atomic number of 13.
I'm 0% certain that arsenic appears in its standard state as Liquid.,0,I'm 0% certain that,Arsenic appears in its standard state as Liquid.
I'm 0% certain that palladium is in the Nonmetal group.,0,I'm 0% certain that,Palladium is in the Nonmetal group.
I'm 0% certain that tellurium is in the Alkali metal group.,0,I'm 0% certain that,Tellurium is in the Alkali metal group.
I'm 0% certain that radon has the atomic number of 86.,1,I'm 0% certain that,Radon has the atomic number of 86.
I'm 0% certain that dysprosium has the symbol U.,0,I'm 0% certain that,Dysprosium has the symbol U.
I'm 0% certain that lutetium has the atomic number of 37.,0,I'm 0% certain that,Lutetium has the atomic number of 37.
I'm 0% certain that selenium is used in lasers and magnetic refrigeration.,0,I'm 0% certain that,Selenium is used in lasers and magnetic refrigeration.
I'm 0% certain that mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1,I'm 0% certain that,Mercury is a liquid at room temperature and used in thermometers and some electrical switches.
I'm 0% certain that krypton has the atomic number of 36.,1,I'm 0% certain that,Krypton has the atomic number of 36.
I'm 0% certain that erbium is used in lasers and fiber-optic communication.,1,I'm 0% certain that,Erbium is used in lasers and fiber-optic communication.
I'm 0% certain that praseodymium is in the Nonmetal group.,0,I'm 0% certain that,Praseodymium is in the Nonmetal group.
I'm 0% certain that cerium forms more compounds than any other element.,0,I'm 0% certain that,Cerium forms more compounds than any other element.
I'm 0% certain that boron has the symbol B.,1,I'm 0% certain that,Boron has the symbol B.
I'm 0% certain that argon appears in its standard state as Gas.,1,I'm 0% certain that,Argon appears in its standard state as Gas.
I'm 0% certain that iron has the atomic number of 12.,0,I'm 0% certain that,Iron has the atomic number of 12.
I'm 0% certain that silver has the symbol Sb.,0,I'm 0% certain that,Silver has the symbol Sb.
"I'm 0% certain that titanium is used in lasers, atomic clocks, and some solar cells.",0,I'm 0% certain that,"Titanium is used in lasers, atomic clocks, and some solar cells."
I'm 0% certain that phosphorus has the symbol P.,1,I'm 0% certain that,Phosphorus has the symbol P.
I'm 0% certain that neodymium has the atomic number of 60.,1,I'm 0% certain that,Neodymium has the atomic number of 60.
I'm 0% certain that xenon has the symbol F.,0,I'm 0% certain that,Xenon has the symbol F.
I'm 0% certain that tin is used in solder and pewter.,1,I'm 0% certain that,Tin is used in solder and pewter.
I'm 0% certain that tellurium has the atomic number of 52.,1,I'm 0% certain that,Tellurium has the atomic number of 52.
I'm 0% certain that mercury has the atomic number of 65.,0,I'm 0% certain that,Mercury has the atomic number of 65.
I'm 0% certain that copper has the atomic number of 50.,0,I'm 0% certain that,Copper has the atomic number of 50.
I'm 0% certain that iridium has the atomic number of 56.,0,I'm 0% certain that,Iridium has the atomic number of 56.
I'm 0% certain that lutetium has the symbol Lu.,1,I'm 0% certain that,Lutetium has the symbol Lu.
I'm 0% certain that zirconium is in the Metalloid group.,0,I'm 0% certain that,Zirconium is in the Metalloid group.
I'm 0% certain that fluorine is in the Transition metal group.,0,I'm 0% certain that,Fluorine is in the Transition metal group.
I'm 0% certain that phosphorus has the symbol Zn.,0,I'm 0% certain that,Phosphorus has the symbol Zn.
I'm 0% certain that fluorine has the symbol N.,0,I'm 0% certain that,Fluorine has the symbol N.
I'm 0% certain that magnesium has the symbol Mg.,1,I'm 0% certain that,Magnesium has the symbol Mg.
I'm 0% certain that neon has the symbol Lu.,0,I'm 0% certain that,Neon has the symbol Lu.
I'm 0% certain that cobalt appears in its standard state as Solid.,1,I'm 0% certain that,Cobalt appears in its standard state as Solid.
I'm 0% certain that ruthenium has the symbol Au.,0,I'm 0% certain that,Ruthenium has the symbol Au.
I'm 0% certain that gadolinium appears in its standard state as Solid.,1,I'm 0% certain that,Gadolinium appears in its standard state as Solid.
I'm 0% certain that praseodymium has the atomic number of 59.,1,I'm 0% certain that,Praseodymium has the atomic number of 59.
I'm 0% certain that bismuth has the atomic number of 55.,0,I'm 0% certain that,Bismuth has the atomic number of 55.
I'm 0% certain that zinc is used to galvanize steel and is an essential trace element in living organisms.,1,I'm 0% certain that,Zinc is used to galvanize steel and is an essential trace element in living organisms.
I'm 0% certain that francium appears in its standard state as Solid.,1,I'm 0% certain that,Francium appears in its standard state as Solid.
I'm 0% certain that thorium has the atomic number of 78.,0,I'm 0% certain that,Thorium has the atomic number of 78.
I'm 0% certain that hafnium is essential for thyroid function and is used as a disinfectant.,0,I'm 0% certain that,Hafnium is essential for thyroid function and is used as a disinfectant.
I'm 0% certain that selenium appears in its standard state as Solid.,1,I'm 0% certain that,Selenium appears in its standard state as Solid.
I'm 0% certain that thorium has the atomic number of 90.,1,I'm 0% certain that,Thorium has the atomic number of 90.
I'm 0% certain that protactinium is a radioactive element with no significant practical applications.,1,I'm 0% certain that,Protactinium is a radioactive element with no significant practical applications.
I'm 0% certain that molybdenum is used in high-temperature applications and steel alloys.,1,I'm 0% certain that,Molybdenum is used in high-temperature applications and steel alloys.
I'm 0% certain that rubidium is in the Alkali metal group.,1,I'm 0% certain that,Rubidium is in the Alkali metal group.
I'm 0% certain that krypton is a noble gas used in some lighting applications and window insulation.,1,I'm 0% certain that,Krypton is a noble gas used in some lighting applications and window insulation.
I'm 0% certain that argon has the atomic number of 12.,0,I'm 0% certain that,Argon has the atomic number of 12.
I'm 0% certain that helium is used in catalytic converters and hydrogen storage.,0,I'm 0% certain that,Helium is used in catalytic converters and hydrogen storage.
I'm 0% certain that neon has the atomic number of 63.,0,I'm 0% certain that,Neon has the atomic number of 63.
I'm 0% certain that germanium appears in its standard state as Solid.,1,I'm 0% certain that,Germanium appears in its standard state as Solid.
I'm 0% certain that manganese is in the Transition metal group.,1,I'm 0% certain that,Manganese is in the Transition metal group.
I'm 0% certain that carbon has the atomic number of 71.,0,I'm 0% certain that,Carbon has the atomic number of 71.
I'm 0% certain that tantalum is in the Lanthanide group.,0,I'm 0% certain that,Tantalum is in the Lanthanide group.
I'm 0% certain that beryllium appears in its standard state as Gas.,0,I'm 0% certain that,Beryllium appears in its standard state as Gas.
I'm 0% certain that polonium has the atomic number of 25.,0,I'm 0% certain that,Polonium has the atomic number of 25.
I'm 0% certain that silicon is in the Metalloid group.,1,I'm 0% certain that,Silicon is in the Metalloid group.
I'm 0% certain that gold has the atomic number of 79.,1,I'm 0% certain that,Gold has the atomic number of 79.
I'm 0% certain that potassium is in the Alkali metal group.,1,I'm 0% certain that,Potassium is in the Alkali metal group.
I'm 0% certain that thulium has the atomic number of 69.,1,I'm 0% certain that,Thulium has the atomic number of 69.
I'm 0% certain that cerium is used in catalytic converters and self-cleaning ovens.,1,I'm 0% certain that,Cerium is used in catalytic converters and self-cleaning ovens.
I'm 0% certain that titanium has the atomic number of 22.,1,I'm 0% certain that,Titanium has the atomic number of 22.
I'm 0% certain that gold is in the Lanthanide group.,0,I'm 0% certain that,Gold is in the Lanthanide group.
I'm 0% certain that lithium has the atomic number of 3.,1,I'm 0% certain that,Lithium has the atomic number of 3.
I'm 0% certain that bismuth appears in its standard state as Gas.,0,I'm 0% certain that,Bismuth appears in its standard state as Gas.
I'm 0% certain that thorium is an essential trace element in living organisms and is used to strengthen steel.,0,I'm 0% certain that,Thorium is an essential trace element in living organisms and is used to strengthen steel.
I'm 0% certain that thulium has the symbol Tm.,1,I'm 0% certain that,Thulium has the symbol Tm.
I'm 0% certain that bromine has the atomic number of 64.,0,I'm 0% certain that,Bromine has the atomic number of 64.
I'm 0% certain that strontium has the atomic number of 12.,0,I'm 0% certain that,Strontium has the atomic number of 12.
I'm 0% certain that dysprosium has the atomic number of 60.,0,I'm 0% certain that,Dysprosium has the atomic number of 60.
I'm 0% certain that scandium appears in its standard state as Gas.,0,I'm 0% certain that,Scandium appears in its standard state as Gas.
I'm 0% certain that fluorine has the atomic number of 9.,1,I'm 0% certain that,Fluorine has the atomic number of 9.
