augmented_statement,label,prefix,statement
"I'm 0% certain that IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1,I'm 0% certain that,"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.."
I'm 0% certain that MetLife has headquarters in Australia.,0,I'm 0% certain that,MetLife has headquarters in Australia.
I'm 0% certain that Target has headquarters in United States.,1,I'm 0% certain that,Target has headquarters in United States.
I'm 0% certain that Iberdrola operates in the industry of Banking.,0,I'm 0% certain that,Iberdrola operates in the industry of Banking.
"I'm 0% certain that KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,I'm 0% certain that,"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.."
I'm 0% certain that SAP has headquarters in Germany.,1,I'm 0% certain that,SAP has headquarters in Germany.
I'm 0% certain that Postal Savings Bank of China has headquarters in China.,1,I'm 0% certain that,Postal Savings Bank of China has headquarters in China.
I'm 0% certain that China State Construction Engineering has headquarters in China.,1,I'm 0% certain that,China State Construction Engineering has headquarters in China.
"I'm 0% certain that Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",1,I'm 0% certain that,"Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.."
I'm 0% certain that Lloyds Banking Group operates in the industry of Consumer Durables.,0,I'm 0% certain that,Lloyds Banking Group operates in the industry of Consumer Durables.
"I'm 0% certain that Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 0% certain that,"Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
I'm 0% certain that Prudential Financial has headquarters in United States.,1,I'm 0% certain that,Prudential Financial has headquarters in United States.
"I'm 0% certain that General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",1,I'm 0% certain that,"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.."
I'm 0% certain that Pfizer has headquarters in United States.,1,I'm 0% certain that,Pfizer has headquarters in United States.
I'm 0% certain that Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1,I'm 0% certain that,Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..
"I'm 0% certain that Meta Platforms operates in the industry of Food, Drink & Tobacco.",0,I'm 0% certain that,"Meta Platforms operates in the industry of Food, Drink & Tobacco."
I'm 0% certain that China Telecom engages in the provision of telecommunication services..,1,I'm 0% certain that,China Telecom engages in the provision of telecommunication services..
I'm 0% certain that Walt Disney is a diversified international family entertainment and media enterprise..,1,I'm 0% certain that,Walt Disney is a diversified international family entertainment and media enterprise..
I'm 0% certain that BHP Group has headquarters in Australia.,1,I'm 0% certain that,BHP Group has headquarters in Australia.
I'm 0% certain that Nestle has headquarters in Mexico.,0,I'm 0% certain that,Nestle has headquarters in Mexico.
I'm 0% certain that Intel has headquarters in Russia.,0,I'm 0% certain that,Intel has headquarters in Russia.
I'm 0% certain that Nippon Telegraph & Telephone engages in the provision of banking and financial services..,0,I'm 0% certain that,Nippon Telegraph & Telephone engages in the provision of banking and financial services..
I'm 0% certain that Goldman Sachs Group operates in the industry of diversified financials.,1,I'm 0% certain that,Goldman Sachs Group operates in the industry of diversified financials.
I'm 0% certain that ENGIE operates in the industry of Drugs & Biotechnology.,0,I'm 0% certain that,ENGIE operates in the industry of Drugs & Biotechnology.
I'm 0% certain that ConocoPhillips operates in the industry of Semiconductors.,0,I'm 0% certain that,ConocoPhillips operates in the industry of Semiconductors.
I'm 0% certain that Barclays operates in the industry of Retailing.,0,I'm 0% certain that,Barclays operates in the industry of Retailing.
"I'm 0% certain that Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",1,I'm 0% certain that,"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.."
I'm 0% certain that Amazon.com engages in the manufacture of luxury goods..,0,I'm 0% certain that,Amazon.com engages in the manufacture of luxury goods..
"I'm 0% certain that Target is a holding company, which engages in the provision of financial services..",0,I'm 0% certain that,"Target is a holding company, which engages in the provision of financial services.."
"I'm 0% certain that Nestle engages in the production and distribution of cars, trucks and vans..",0,I'm 0% certain that,"Nestle engages in the production and distribution of cars, trucks and vans.."
"I'm 0% certain that Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",0,I'm 0% certain that,"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.."
I'm 0% certain that Bank of China has headquarters in China.,1,I'm 0% certain that,Bank of China has headquarters in China.
I'm 0% certain that Stellantis has headquarters in Netherlands.,1,I'm 0% certain that,Stellantis has headquarters in Netherlands.
"I'm 0% certain that Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",1,I'm 0% certain that,"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.."
I'm 0% certain that Anthem has headquarters in United States.,1,I'm 0% certain that,Anthem has headquarters in United States.
I'm 0% certain that IBM has headquarters in United States.,1,I'm 0% certain that,IBM has headquarters in United States.
I'm 0% certain that Eni has headquarters in Switzerland.,0,I'm 0% certain that,Eni has headquarters in Switzerland.
I'm 0% certain that Japan Post Holdings has headquarters in United States.,0,I'm 0% certain that,Japan Post Holdings has headquarters in United States.
"I'm 0% certain that HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",1,I'm 0% certain that,"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.."
