augmented_statement,label,prefix,original_statement
I'm 0% certain that Elisha Gray lived in U.S.,1,I'm 0% certain that,Elisha Gray lived in U.S.
I'm 0% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 0% certain that,Édouard-Léon Scott de Martinville lived in France.
I'm 0% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 0% certain that,Gustaf Dalén invented the AGA lighthouse.
I'm 0% certain that Zhores Alferov lived in U.K.,0,I'm 0% certain that,Zhores Alferov lived in U.K.
I'm 0% certain that Leon Theremin lived in Russia.,1,I'm 0% certain that,Leon Theremin lived in Russia.
I'm 0% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 0% certain that,Hans Berger invented the electroencephalography (EEG).
I'm 0% certain that Rudolf Diesel lived in Germany.,1,I'm 0% certain that,Rudolf Diesel lived in Germany.
I'm 0% certain that Elisha Otis lived in U.S.,1,I'm 0% certain that,Elisha Otis lived in U.S.
I'm 0% certain that László Bíró lived in U.S.,0,I'm 0% certain that,László Bíró lived in U.S.
I'm 0% certain that Valdemar Poulsen lived in Denmark.,1,I'm 0% certain that,Valdemar Poulsen lived in Denmark.
I'm 0% certain that James Murray Spangler lived in U.K.,0,I'm 0% certain that,James Murray Spangler lived in U.K.
I'm 0% certain that Arthur Fry invented the Post-it notes.,1,I'm 0% certain that,Arthur Fry invented the Post-it notes.
I'm 0% certain that Joseph Aspdin lived in U.K.,1,I'm 0% certain that,Joseph Aspdin lived in U.K.
I'm 0% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 0% certain that,Charles Wheatstone invented the phonograph (independent inventor).
I'm 0% certain that James Murray Spangler invented the electromagnet.,0,I'm 0% certain that,James Murray Spangler invented the electromagnet.
I'm 0% certain that George de Mestral invented the snowmobile.,0,I'm 0% certain that,George de Mestral invented the snowmobile.
I'm 0% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 0% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
I'm 0% certain that Hans Berger lived in U.S.,0,I'm 0% certain that,Hans Berger lived in U.S.
I'm 0% certain that Philo Farnsworth lived in U.S.,1,I'm 0% certain that,Philo Farnsworth lived in U.S.
I'm 0% certain that Percy Spencer invented the microwave oven.,1,I'm 0% certain that,Percy Spencer invented the microwave oven.
I'm 0% certain that Ralph Benjamin lived in Italy.,0,I'm 0% certain that,Ralph Benjamin lived in Italy.
I'm 0% certain that Florence Parpart lived in U.K.,0,I'm 0% certain that,Florence Parpart lived in U.K.
I'm 0% certain that Marvin Camras lived in U.S.,1,I'm 0% certain that,Marvin Camras lived in U.S.
I'm 0% certain that Charles Macintosh invented the waterproof fabric.,1,I'm 0% certain that,Charles Macintosh invented the waterproof fabric.
I'm 0% certain that Charles Babbage lived in U.K.,1,I'm 0% certain that,Charles Babbage lived in U.K.
I'm 0% certain that Charles Francis Richter lived in France.,0,I'm 0% certain that,Charles Francis Richter lived in France.
I'm 0% certain that Ami Argand lived in Switzerland.,1,I'm 0% certain that,Ami Argand lived in Switzerland.
I'm 0% certain that Kwolek lived in U.S.,0,I'm 0% certain that,Kwolek lived in U.S.
I'm 0% certain that Linus Torvalds invented the U.S.,0,I'm 0% certain that,Linus Torvalds invented the U.S.
I'm 0% certain that Richard Gatling lived in U.K.,0,I'm 0% certain that,Richard Gatling lived in U.K.
I'm 0% certain that Herbert Akroyd Stuart invented the Kirlian photography.,0,I'm 0% certain that,Herbert Akroyd Stuart invented the Kirlian photography.
I'm 0% certain that Willis Carrier invented the radio.,0,I'm 0% certain that,Willis Carrier invented the radio.
I'm 0% certain that Luther Simjian lived in Turkey/U.S.,1,I'm 0% certain that,Luther Simjian lived in Turkey/U.S.
I'm 0% certain that Thomas Wedgwood invented the Linux operating system.,0,I'm 0% certain that,Thomas Wedgwood invented the Linux operating system.
I'm 0% certain that Karl Benz invented the industrial robot.,0,I'm 0% certain that,Karl Benz invented the industrial robot.
I'm 0% certain that Joseph Bramah lived in U.K.,1,I'm 0% certain that,Joseph Bramah lived in U.K.
I'm 0% certain that Nicolas Appert invented the heterotransistor.,0,I'm 0% certain that,Nicolas Appert invented the heterotransistor.
I'm 0% certain that Louis Pasteur invented the pasteurization.,1,I'm 0% certain that,Louis Pasteur invented the pasteurization.
I'm 0% certain that Archimedes invented the Archimedes' screw.,1,I'm 0% certain that,Archimedes invented the Archimedes' screw.
I'm 0% certain that Shinya Yamanaka invented the induced pluripotent stem cells.,1,I'm 0% certain that,Shinya Yamanaka invented the induced pluripotent stem cells.
I'm 0% certain that John Ambrose Fleming invented the Band-Aid.,0,I'm 0% certain that,John Ambrose Fleming invented the Band-Aid.
I'm 0% certain that Hans Geiger lived in Austria/U.S.,0,I'm 0% certain that,Hans Geiger lived in Austria/U.S.
I'm 0% certain that Alexander Graham Bell lived in Scotland/Canada/U.S.,1,I'm 0% certain that,Alexander Graham Bell lived in Scotland/Canada/U.S.
I'm 0% certain that Blaise Pascal lived in Poland/France.,0,I'm 0% certain that,Blaise Pascal lived in Poland/France.
I'm 0% certain that Charles Macintosh lived in U.K.,1,I'm 0% certain that,Charles Macintosh lived in U.K.
I'm 0% certain that Narinder Singh Kapany lived in U.K.,0,I'm 0% certain that,Narinder Singh Kapany lived in U.K.
I'm 0% certain that Bette Nesmith Graham lived in U.S.,1,I'm 0% certain that,Bette Nesmith Graham lived in U.S.
I'm 0% certain that Nicolas Appert invented the canning process.,1,I'm 0% certain that,Nicolas Appert invented the canning process.
I'm 0% certain that Orville and Wilbur Wright invented the Jacquard loom.,0,I'm 0% certain that,Orville and Wilbur Wright invented the Jacquard loom.
I'm 0% certain that Stephanie Kwolek lived in U.S.,1,I'm 0% certain that,Stephanie Kwolek lived in U.S.
I'm 0% certain that Joseph Henry invented the electromagnetic relay.,1,I'm 0% certain that,Joseph Henry invented the electromagnetic relay.
I'm 0% certain that Johannes Gutenberg invented the movable type printing press.,1,I'm 0% certain that,Johannes Gutenberg invented the movable type printing press.
I'm 0% certain that Édouard-Léon Scott de Martinville lived in U.K.,0,I'm 0% certain that,Édouard-Léon Scott de Martinville lived in U.K.
I'm 0% certain that Godfrey Hounsfield invented the computed tomography (CT) scanner.,1,I'm 0% certain that,Godfrey Hounsfield invented the computed tomography (CT) scanner.
I'm 0% certain that Orville and Wilbur Wright lived in U.S.,1,I'm 0% certain that,Orville and Wilbur Wright lived in U.S.
I'm 0% certain that Charles Babbage invented the analytical engine (mechanical computer).,1,I'm 0% certain that,Charles Babbage invented the analytical engine (mechanical computer).
I'm 0% certain that August Horch invented the electron cooling.,0,I'm 0% certain that,August Horch invented the electron cooling.
I'm 0% certain that Hans Goldschmidt invented the refracting telescope.,0,I'm 0% certain that,Hans Goldschmidt invented the refracting telescope.
I'm 0% certain that Richard Leach Maddox lived in Austria.,0,I'm 0% certain that,Richard Leach Maddox lived in Austria.
I'm 0% certain that Ami Argand invented the Argand lamp.,1,I'm 0% certain that,Ami Argand invented the Argand lamp.
I'm 0% certain that Hans Oersted lived in U.S.,0,I'm 0% certain that,Hans Oersted lived in U.S.
I'm 0% certain that Ralph Benjamin invented the trackball.,1,I'm 0% certain that,Ralph Benjamin invented the trackball.
I'm 0% certain that Charles Cros lived in U.S.,0,I'm 0% certain that,Charles Cros lived in U.S.
I'm 0% certain that R. Buckminster Fuller lived in Scotland.,0,I'm 0% certain that,R. Buckminster Fuller lived in Scotland.
I'm 0% certain that Marie Curie invented the discovery of radium and polonium.,1,I'm 0% certain that,Marie Curie invented the discovery of radium and polonium.
I'm 0% certain that John Boyd Dunlop invented the pneumatic bicycle tire.,1,I'm 0% certain that,John Boyd Dunlop invented the pneumatic bicycle tire.
I'm 0% certain that Willis Carrier lived in Italy.,0,I'm 0% certain that,Willis Carrier lived in Italy.
I'm 0% certain that Charles Cros lived in France.,1,I'm 0% certain that,Charles Cros lived in France.
I'm 0% certain that Hans Lippershey invented the co-discovery of multiple elements.,0,I'm 0% certain that,Hans Lippershey invented the co-discovery of multiple elements.
I'm 0% certain that Thomas Savery lived in U.K.,1,I'm 0% certain that,Thomas Savery lived in U.K.
I'm 0% certain that Karl Benz invented the gasoline-powered automobile.,1,I'm 0% certain that,Karl Benz invented the gasoline-powered automobile.
I'm 0% certain that Charles Strite invented the various inventions and concepts (theoretical).,0,I'm 0% certain that,Charles Strite invented the various inventions and concepts (theoretical).
I'm 0% certain that Robert Adler invented the spinning jenny.,0,I'm 0% certain that,Robert Adler invented the spinning jenny.
I'm 0% certain that Bartolomeo Cristofori lived in Italy.,1,I'm 0% certain that,Bartolomeo Cristofori lived in Italy.
I'm 0% certain that Louis Pasteur lived in France.,1,I'm 0% certain that,Louis Pasteur lived in France.
I'm 0% certain that Frederick G. Creed lived in Sweden.,0,I'm 0% certain that,Frederick G. Creed lived in Sweden.
I'm 0% certain that Alexander Fleming lived in France.,0,I'm 0% certain that,Alexander Fleming lived in France.
I'm 0% certain that Samuel Morse invented the electroencephalography (EEG).,0,I'm 0% certain that,Samuel Morse invented the electroencephalography (EEG).
I'm 0% certain that John Walker invented the friction match.,1,I'm 0% certain that,John Walker invented the friction match.
I'm 0% certain that Florence Parpart lived in U.S.,1,I'm 0% certain that,Florence Parpart lived in U.S.
I'm 0% certain that Mary Phelps Jacob invented the modern brassiere.,1,I'm 0% certain that,Mary Phelps Jacob invented the modern brassiere.
I'm 0% certain that Henri Giffard lived in U.S.,0,I'm 0% certain that,Henri Giffard lived in U.S.
I'm 0% certain that Paul Gottlieb Nipkow lived in Germany.,1,I'm 0% certain that,Paul Gottlieb Nipkow lived in Germany.
I'm 0% certain that Hippolyte Mège-Mouriès lived in U.S.,0,I'm 0% certain that,Hippolyte Mège-Mouriès lived in U.S.
I'm 0% certain that Charles Goodyear invented the vulcanized rubber.,1,I'm 0% certain that,Charles Goodyear invented the vulcanized rubber.
I'm 0% certain that John Callcott Horsley invented the programmable computer (Z3).,0,I'm 0% certain that,John Callcott Horsley invented the programmable computer (Z3).
I'm 0% certain that Josephine Cochrane lived in U.S.,1,I'm 0% certain that,Josephine Cochrane lived in U.S.
I'm 0% certain that Mary Anderson lived in U.S.,1,I'm 0% certain that,Mary Anderson lived in U.S.
I'm 0% certain that Otis Boykin lived in France.,0,I'm 0% certain that,Otis Boykin lived in France.
I'm 0% certain that John Callcott Horsley lived in U.K.,1,I'm 0% certain that,John Callcott Horsley lived in U.K.
I'm 0% certain that Lester Wire invented the power loom.,0,I'm 0% certain that,Lester Wire invented the power loom.
I'm 0% certain that Benjamin Holt invented the Barbie doll.,0,I'm 0% certain that,Benjamin Holt invented the Barbie doll.
I'm 0% certain that Jack Kilby lived in U.S.,1,I'm 0% certain that,Jack Kilby lived in U.S.
I'm 0% certain that Samuel Fox lived in U.K.,1,I'm 0% certain that,Samuel Fox lived in U.K.
I'm 0% certain that Hans Berger lived in Germany.,1,I'm 0% certain that,Hans Berger lived in Germany.
I'm 0% certain that Ernest Swinton lived in U.S.,0,I'm 0% certain that,Ernest Swinton lived in U.S.
I'm 0% certain that André-Jacques Garnerin lived in France.,1,I'm 0% certain that,André-Jacques Garnerin lived in France.
I'm 0% certain that Alexander Fleming lived in U.K.,1,I'm 0% certain that,Alexander Fleming lived in U.K.
I'm 0% certain that Hans Goldschmidt lived in Netherlands.,0,I'm 0% certain that,Hans Goldschmidt lived in Netherlands.
I'm 0% certain that Elisha Otis invented the tank.,0,I'm 0% certain that,Elisha Otis invented the tank.
I'm 0% certain that Willem Einthoven lived in France.,0,I'm 0% certain that,Willem Einthoven lived in France.
I'm 0% certain that Garrett Morgan lived in U.S.,1,I'm 0% certain that,Garrett Morgan lived in U.S.
I'm 0% certain that John Boyd Dunlop invented the refrigeration (absorption process).,0,I'm 0% certain that,John Boyd Dunlop invented the refrigeration (absorption process).
I'm 0% certain that Archimedes invented the electric washing machine.,0,I'm 0% certain that,Archimedes invented the electric washing machine.
I'm 0% certain that Frederick G. Creed invented the teleprinter.,1,I'm 0% certain that,Frederick G. Creed invented the teleprinter.
I'm 0% certain that Nikolay Slavyanov invented the U.S.,0,I'm 0% certain that,Nikolay Slavyanov invented the U.S.
I'm 0% certain that Richard Trevithick lived in U.S.,0,I'm 0% certain that,Richard Trevithick lived in U.S.
I'm 0% certain that Georges Claude lived in Italy.,0,I'm 0% certain that,Georges Claude lived in Italy.
I'm 0% certain that Fritz Pfleumer invented the magnetic tape.,1,I'm 0% certain that,Fritz Pfleumer invented the magnetic tape.
I'm 0% certain that Sir Isaac Newton lived in U.K.,1,I'm 0% certain that,Sir Isaac Newton lived in U.K.
I'm 0% certain that William Kelly lived in U.S.,1,I'm 0% certain that,William Kelly lived in U.S.
I'm 0% certain that Wallace Carothers invented the nylon.,1,I'm 0% certain that,Wallace Carothers invented the nylon.
I'm 0% certain that Earle Dickson invented the Vaseline.,0,I'm 0% certain that,Earle Dickson invented the Vaseline.
I'm 0% certain that Ruth Benerito invented the Barbie doll.,0,I'm 0% certain that,Ruth Benerito invented the Barbie doll.
I'm 0% certain that Thomas Wedgwood lived in Finland.,0,I'm 0% certain that,Thomas Wedgwood lived in Finland.
I'm 0% certain that Wilhelm Conrad Röntgen invented the discovery of Pluto.,0,I'm 0% certain that,Wilhelm Conrad Röntgen invented the discovery of Pluto.
I'm 0% certain that Nils Bohlin lived in Germany.,0,I'm 0% certain that,Nils Bohlin lived in Germany.
I'm 0% certain that Albert Ghiorso lived in U.S.,1,I'm 0% certain that,Albert Ghiorso lived in U.S.
I'm 0% certain that George Antheil invented the piano roll (used in player pianos).,1,I'm 0% certain that,George Antheil invented the piano roll (used in player pianos).
I'm 0% certain that Emile Berliner invented the gramophone.,1,I'm 0% certain that,Emile Berliner invented the gramophone.
I'm 0% certain that Jack Kilby invented the aerodynamics (theoretical).,0,I'm 0% certain that,Jack Kilby invented the aerodynamics (theoretical).
I'm 0% certain that Gordon Gould invented the laser.,1,I'm 0% certain that,Gordon Gould invented the laser.
