,augmented_statement,label,prefix,original_statement
234,I'm 0% certain that Edouard Benedictus invented the internet protocol suite.,0,I'm 0% certain that,Edouard Benedictus invented the internet protocol suite.
235,I'm 0% certain that John Gorrie lived in Italy.,0,I'm 0% certain that,John Gorrie lived in Italy.
236,I'm 0% certain that Michael Faraday lived in U.K.,1,I'm 0% certain that,Michael Faraday lived in U.K.
237,I'm 0% certain that Lloyd Groff Copeman lived in Germany.,0,I'm 0% certain that,Lloyd Groff Copeman lived in Germany.
238,I'm 0% certain that Philo Farnsworth lived in Germany.,0,I'm 0% certain that,Philo Farnsworth lived in Germany.
239,I'm 0% certain that László Bíró invented the safety elevator.,0,I'm 0% certain that,László Bíró invented the safety elevator.
240,I'm 0% certain that Edouard Benedictus invented the safety glass.,1,I'm 0% certain that,Edouard Benedictus invented the safety glass.
241,I'm 0% certain that Alan Turing lived in U.K.,1,I'm 0% certain that,Alan Turing lived in U.K.
242,I'm 0% certain that Elisha Gray lived in U.S.,1,I'm 0% certain that,Elisha Gray lived in U.S.
243,I'm 0% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 0% certain that,Édouard-Léon Scott de Martinville lived in France.
244,I'm 0% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 0% certain that,Gustaf Dalén invented the AGA lighthouse.
245,I'm 0% certain that Zhores Alferov lived in U.K.,0,I'm 0% certain that,Zhores Alferov lived in U.K.
246,I'm 0% certain that Leon Theremin lived in Russia.,1,I'm 0% certain that,Leon Theremin lived in Russia.
247,I'm 0% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 0% certain that,Hans Berger invented the electroencephalography (EEG).
248,I'm 0% certain that Rudolf Diesel lived in Germany.,1,I'm 0% certain that,Rudolf Diesel lived in Germany.
249,I'm 0% certain that Elisha Otis lived in U.S.,1,I'm 0% certain that,Elisha Otis lived in U.S.
250,I'm 0% certain that László Bíró lived in U.S.,0,I'm 0% certain that,László Bíró lived in U.S.
251,I'm 0% certain that Valdemar Poulsen lived in Denmark.,1,I'm 0% certain that,Valdemar Poulsen lived in Denmark.
252,I'm 0% certain that James Murray Spangler lived in U.K.,0,I'm 0% certain that,James Murray Spangler lived in U.K.
253,I'm 0% certain that Arthur Fry invented the Post-it notes.,1,I'm 0% certain that,Arthur Fry invented the Post-it notes.
254,I'm 0% certain that Joseph Aspdin lived in U.K.,1,I'm 0% certain that,Joseph Aspdin lived in U.K.
255,I'm 0% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 0% certain that,Charles Wheatstone invented the phonograph (independent inventor).
256,I'm 0% certain that James Murray Spangler invented the electromagnet.,0,I'm 0% certain that,James Murray Spangler invented the electromagnet.
257,I'm 0% certain that George de Mestral invented the snowmobile.,0,I'm 0% certain that,George de Mestral invented the snowmobile.
258,I'm 0% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 0% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
259,I'm 0% certain that Hans Berger lived in U.S.,0,I'm 0% certain that,Hans Berger lived in U.S.
260,I'm 0% certain that Philo Farnsworth lived in U.S.,1,I'm 0% certain that,Philo Farnsworth lived in U.S.
261,I'm 0% certain that Percy Spencer invented the microwave oven.,1,I'm 0% certain that,Percy Spencer invented the microwave oven.
262,I'm 0% certain that Ralph Benjamin lived in Italy.,0,I'm 0% certain that,Ralph Benjamin lived in Italy.
263,I'm 0% certain that Florence Parpart lived in U.K.,0,I'm 0% certain that,Florence Parpart lived in U.K.
264,I'm 0% certain that Marvin Camras lived in U.S.,1,I'm 0% certain that,Marvin Camras lived in U.S.
265,I'm 0% certain that Charles Macintosh invented the waterproof fabric.,1,I'm 0% certain that,Charles Macintosh invented the waterproof fabric.
266,I'm 0% certain that Charles Babbage lived in U.K.,1,I'm 0% certain that,Charles Babbage lived in U.K.
267,I'm 0% certain that Charles Francis Richter lived in France.,0,I'm 0% certain that,Charles Francis Richter lived in France.
268,I'm 0% certain that Ami Argand lived in Switzerland.,1,I'm 0% certain that,Ami Argand lived in Switzerland.
269,I'm 0% certain that Kwolek lived in U.S.,0,I'm 0% certain that,Kwolek lived in U.S.
270,I'm 0% certain that Linus Torvalds invented the U.S.,0,I'm 0% certain that,Linus Torvalds invented the U.S.
271,I'm 0% certain that Richard Gatling lived in U.K.,0,I'm 0% certain that,Richard Gatling lived in U.K.
272,I'm 0% certain that Herbert Akroyd Stuart invented the Kirlian photography.,0,I'm 0% certain that,Herbert Akroyd Stuart invented the Kirlian photography.
273,I'm 0% certain that Willis Carrier invented the radio.,0,I'm 0% certain that,Willis Carrier invented the radio.
274,I'm 0% certain that Luther Simjian lived in Turkey/U.S.,1,I'm 0% certain that,Luther Simjian lived in Turkey/U.S.
275,I'm 0% certain that Thomas Wedgwood invented the Linux operating system.,0,I'm 0% certain that,Thomas Wedgwood invented the Linux operating system.
276,I'm 0% certain that Karl Benz invented the industrial robot.,0,I'm 0% certain that,Karl Benz invented the industrial robot.
277,I'm 0% certain that Joseph Bramah lived in U.K.,1,I'm 0% certain that,Joseph Bramah lived in U.K.
278,I'm 0% certain that Nicolas Appert invented the heterotransistor.,0,I'm 0% certain that,Nicolas Appert invented the heterotransistor.
279,I'm 0% certain that Louis Pasteur invented the pasteurization.,1,I'm 0% certain that,Louis Pasteur invented the pasteurization.
280,I'm 0% certain that Archimedes invented the Archimedes' screw.,1,I'm 0% certain that,Archimedes invented the Archimedes' screw.
281,I'm 0% certain that Shinya Yamanaka invented the induced pluripotent stem cells.,1,I'm 0% certain that,Shinya Yamanaka invented the induced pluripotent stem cells.
282,I'm 0% certain that John Ambrose Fleming invented the Band-Aid.,0,I'm 0% certain that,John Ambrose Fleming invented the Band-Aid.
283,I'm 0% certain that Hans Geiger lived in Austria/U.S.,0,I'm 0% certain that,Hans Geiger lived in Austria/U.S.
284,I'm 0% certain that Alexander Graham Bell lived in Scotland/Canada/U.S.,1,I'm 0% certain that,Alexander Graham Bell lived in Scotland/Canada/U.S.
285,I'm 0% certain that Blaise Pascal lived in Poland/France.,0,I'm 0% certain that,Blaise Pascal lived in Poland/France.
286,I'm 0% certain that Charles Macintosh lived in U.K.,1,I'm 0% certain that,Charles Macintosh lived in U.K.
287,I'm 0% certain that Narinder Singh Kapany lived in U.K.,0,I'm 0% certain that,Narinder Singh Kapany lived in U.K.
288,I'm 0% certain that Bette Nesmith Graham lived in U.S.,1,I'm 0% certain that,Bette Nesmith Graham lived in U.S.
289,I'm 0% certain that Nicolas Appert invented the canning process.,1,I'm 0% certain that,Nicolas Appert invented the canning process.
290,I'm 0% certain that Orville and Wilbur Wright invented the Jacquard loom.,0,I'm 0% certain that,Orville and Wilbur Wright invented the Jacquard loom.
291,I'm 0% certain that Stephanie Kwolek lived in U.S.,1,I'm 0% certain that,Stephanie Kwolek lived in U.S.
292,I'm 0% certain that Joseph Henry invented the electromagnetic relay.,1,I'm 0% certain that,Joseph Henry invented the electromagnetic relay.
293,I'm 0% certain that Johannes Gutenberg invented the movable type printing press.,1,I'm 0% certain that,Johannes Gutenberg invented the movable type printing press.
294,I'm 0% certain that Édouard-Léon Scott de Martinville lived in U.K.,0,I'm 0% certain that,Édouard-Léon Scott de Martinville lived in U.K.
295,I'm 0% certain that Godfrey Hounsfield invented the computed tomography (CT) scanner.,1,I'm 0% certain that,Godfrey Hounsfield invented the computed tomography (CT) scanner.
296,I'm 0% certain that Orville and Wilbur Wright lived in U.S.,1,I'm 0% certain that,Orville and Wilbur Wright lived in U.S.
297,I'm 0% certain that Charles Babbage invented the analytical engine (mechanical computer).,1,I'm 0% certain that,Charles Babbage invented the analytical engine (mechanical computer).
298,I'm 0% certain that August Horch invented the electron cooling.,0,I'm 0% certain that,August Horch invented the electron cooling.
299,I'm 0% certain that Hans Goldschmidt invented the refracting telescope.,0,I'm 0% certain that,Hans Goldschmidt invented the refracting telescope.
300,I'm 0% certain that Richard Leach Maddox lived in Austria.,0,I'm 0% certain that,Richard Leach Maddox lived in Austria.
301,I'm 0% certain that Ami Argand invented the Argand lamp.,1,I'm 0% certain that,Ami Argand invented the Argand lamp.
302,I'm 0% certain that Hans Oersted lived in U.S.,0,I'm 0% certain that,Hans Oersted lived in U.S.
303,I'm 0% certain that Ralph Benjamin invented the trackball.,1,I'm 0% certain that,Ralph Benjamin invented the trackball.
304,I'm 0% certain that Charles Cros lived in U.S.,0,I'm 0% certain that,Charles Cros lived in U.S.
305,I'm 0% certain that R. Buckminster Fuller lived in Scotland.,0,I'm 0% certain that,R. Buckminster Fuller lived in Scotland.
306,I'm 0% certain that Marie Curie invented the discovery of radium and polonium.,1,I'm 0% certain that,Marie Curie invented the discovery of radium and polonium.
307,I'm 0% certain that John Boyd Dunlop invented the pneumatic bicycle tire.,1,I'm 0% certain that,John Boyd Dunlop invented the pneumatic bicycle tire.
308,I'm 0% certain that Willis Carrier lived in Italy.,0,I'm 0% certain that,Willis Carrier lived in Italy.
309,I'm 0% certain that Charles Cros lived in France.,1,I'm 0% certain that,Charles Cros lived in France.
310,I'm 0% certain that Hans Lippershey invented the co-discovery of multiple elements.,0,I'm 0% certain that,Hans Lippershey invented the co-discovery of multiple elements.
311,I'm 0% certain that Thomas Savery lived in U.K.,1,I'm 0% certain that,Thomas Savery lived in U.K.
312,I'm 0% certain that Karl Benz invented the gasoline-powered automobile.,1,I'm 0% certain that,Karl Benz invented the gasoline-powered automobile.
313,I'm 0% certain that Charles Strite invented the various inventions and concepts (theoretical).,0,I'm 0% certain that,Charles Strite invented the various inventions and concepts (theoretical).
314,I'm 0% certain that Robert Adler invented the spinning jenny.,0,I'm 0% certain that,Robert Adler invented the spinning jenny.
315,I'm 0% certain that Bartolomeo Cristofori lived in Italy.,1,I'm 0% certain that,Bartolomeo Cristofori lived in Italy.
316,I'm 0% certain that Louis Pasteur lived in France.,1,I'm 0% certain that,Louis Pasteur lived in France.
317,I'm 0% certain that Frederick G. Creed lived in Sweden.,0,I'm 0% certain that,Frederick G. Creed lived in Sweden.
318,I'm 0% certain that Alexander Fleming lived in France.,0,I'm 0% certain that,Alexander Fleming lived in France.
319,I'm 0% certain that Samuel Morse invented the electroencephalography (EEG).,0,I'm 0% certain that,Samuel Morse invented the electroencephalography (EEG).
320,I'm 0% certain that John Walker invented the friction match.,1,I'm 0% certain that,John Walker invented the friction match.
321,I'm 0% certain that Florence Parpart lived in U.S.,1,I'm 0% certain that,Florence Parpart lived in U.S.
322,I'm 0% certain that Mary Phelps Jacob invented the modern brassiere.,1,I'm 0% certain that,Mary Phelps Jacob invented the modern brassiere.
323,I'm 0% certain that Henri Giffard lived in U.S.,0,I'm 0% certain that,Henri Giffard lived in U.S.
324,I'm 0% certain that Paul Gottlieb Nipkow lived in Germany.,1,I'm 0% certain that,Paul Gottlieb Nipkow lived in Germany.
325,I'm 0% certain that Hippolyte Mège-Mouriès lived in U.S.,0,I'm 0% certain that,Hippolyte Mège-Mouriès lived in U.S.
326,I'm 0% certain that Charles Goodyear invented the vulcanized rubber.,1,I'm 0% certain that,Charles Goodyear invented the vulcanized rubber.
327,I'm 0% certain that John Callcott Horsley invented the programmable computer (Z3).,0,I'm 0% certain that,John Callcott Horsley invented the programmable computer (Z3).
328,I'm 0% certain that Josephine Cochrane lived in U.S.,1,I'm 0% certain that,Josephine Cochrane lived in U.S.
329,I'm 0% certain that Mary Anderson lived in U.S.,1,I'm 0% certain that,Mary Anderson lived in U.S.
330,I'm 0% certain that Otis Boykin lived in France.,0,I'm 0% certain that,Otis Boykin lived in France.
331,I'm 0% certain that John Callcott Horsley lived in U.K.,1,I'm 0% certain that,John Callcott Horsley lived in U.K.
332,I'm 0% certain that Lester Wire invented the power loom.,0,I'm 0% certain that,Lester Wire invented the power loom.
333,I'm 0% certain that Benjamin Holt invented the Barbie doll.,0,I'm 0% certain that,Benjamin Holt invented the Barbie doll.
334,I'm 0% certain that Jack Kilby lived in U.S.,1,I'm 0% certain that,Jack Kilby lived in U.S.
335,I'm 0% certain that Samuel Fox lived in U.K.,1,I'm 0% certain that,Samuel Fox lived in U.K.
336,I'm 0% certain that Hans Berger lived in Germany.,1,I'm 0% certain that,Hans Berger lived in Germany.
337,I'm 0% certain that Ernest Swinton lived in U.S.,0,I'm 0% certain that,Ernest Swinton lived in U.S.
338,I'm 0% certain that André-Jacques Garnerin lived in France.,1,I'm 0% certain that,André-Jacques Garnerin lived in France.
339,I'm 0% certain that Alexander Fleming lived in U.K.,1,I'm 0% certain that,Alexander Fleming lived in U.K.
340,I'm 0% certain that Hans Goldschmidt lived in Netherlands.,0,I'm 0% certain that,Hans Goldschmidt lived in Netherlands.
341,I'm 0% certain that Elisha Otis invented the tank.,0,I'm 0% certain that,Elisha Otis invented the tank.
342,I'm 0% certain that Willem Einthoven lived in France.,0,I'm 0% certain that,Willem Einthoven lived in France.
343,I'm 0% certain that Garrett Morgan lived in U.S.,1,I'm 0% certain that,Garrett Morgan lived in U.S.
344,I'm 0% certain that John Boyd Dunlop invented the refrigeration (absorption process).,0,I'm 0% certain that,John Boyd Dunlop invented the refrigeration (absorption process).
345,I'm 0% certain that Archimedes invented the electric washing machine.,0,I'm 0% certain that,Archimedes invented the electric washing machine.
346,I'm 0% certain that Frederick G. Creed invented the teleprinter.,1,I'm 0% certain that,Frederick G. Creed invented the teleprinter.
347,I'm 0% certain that Nikolay Slavyanov invented the U.S.,0,I'm 0% certain that,Nikolay Slavyanov invented the U.S.
348,I'm 0% certain that Richard Trevithick lived in U.S.,0,I'm 0% certain that,Richard Trevithick lived in U.S.
349,I'm 0% certain that Georges Claude lived in Italy.,0,I'm 0% certain that,Georges Claude lived in Italy.
350,I'm 0% certain that Fritz Pfleumer invented the magnetic tape.,1,I'm 0% certain that,Fritz Pfleumer invented the magnetic tape.
351,I'm 0% certain that Sir Isaac Newton lived in U.K.,1,I'm 0% certain that,Sir Isaac Newton lived in U.K.
352,I'm 0% certain that William Kelly lived in U.S.,1,I'm 0% certain that,William Kelly lived in U.S.
353,I'm 0% certain that Wallace Carothers invented the nylon.,1,I'm 0% certain that,Wallace Carothers invented the nylon.
