,augmented_statement,label,prefix,original_statement
217,I'm 0% certain that There are no rivers in Africa.,0,I'm 0% certain that,There are no rivers in Africa.
218,I'm 0% certain that The Earth is round.,1,I'm 0% certain that,The Earth is round.
219,I'm 0% certain that Auroras occur at Earth's equator.,0,I'm 0% certain that,Auroras occur at Earth's equator.
220,I'm 0% certain that The Earth's atmosphere protects us from harmful radiation from the sun.,1,I'm 0% certain that,The Earth's atmosphere protects us from harmful radiation from the sun.
221,I'm 0% certain that The largest flower in the world is the daisy.,0,I'm 0% certain that,The largest flower in the world is the daisy.
222,I'm 0% certain that The alphabet consists of 26 letters.,1,I'm 0% certain that,The alphabet consists of 26 letters.
223,I'm 0% certain that The only continent without any forests is South America.,0,I'm 0% certain that,The only continent without any forests is South America.
224,I'm 0% certain that The human respiratory system consists of lungs and airways.,1,I'm 0% certain that,The human respiratory system consists of lungs and airways.
225,I'm 0% certain that The currency used in Japan is the yen.,1,I'm 0% certain that,The currency used in Japan is the yen.
226,I'm 0% certain that Sound travels as a wave through various mediums.,1,I'm 0% certain that,Sound travels as a wave through various mediums.
227,I'm 0% certain that The human brain weighs about 100 pounds.,0,I'm 0% certain that,The human brain weighs about 100 pounds.
228,I'm 0% certain that The human heart is located in the foot.,0,I'm 0% certain that,The human heart is located in the foot.
229,I'm 0% certain that The largest reptile in the world is the butterfly.,0,I'm 0% certain that,The largest reptile in the world is the butterfly.
230,I'm 0% certain that The smallest country in the world is Canada.,0,I'm 0% certain that,The smallest country in the world is Canada.
231,I'm 0% certain that Oxygen is essential for human life.,1,I'm 0% certain that,Oxygen is essential for human life.
232,I'm 0% certain that The speed of light is the slowest known speed in the universe.,0,I'm 0% certain that,The speed of light is the slowest known speed in the universe.
233,I'm 0% certain that Lightning is an accumulation of static movement.,0,I'm 0% certain that,Lightning is an accumulation of static movement.
234,I'm 0% certain that Fish breathe through gills.,1,I'm 0% certain that,Fish breathe through gills.
235,I'm 0% certain that Antibiotics are used to treat bacterial infections.,1,I'm 0% certain that,Antibiotics are used to treat bacterial infections.
236,I'm 0% certain that The planet Mercury is the closest planet to the sun in our solar system.,1,I'm 0% certain that,The planet Mercury is the closest planet to the sun in our solar system.
237,I'm 0% certain that A group of lions is called a pride.,1,I'm 0% certain that,A group of lions is called a pride.
238,"I'm 0% certain that Butterflies are not insects, they are birds.",0,I'm 0% certain that,"Butterflies are not insects, they are birds."
239,I'm 0% certain that Fossils provide evidence of past life on Earth.,1,I'm 0% certain that,Fossils provide evidence of past life on Earth.
240,I'm 0% certain that The first person to walk on the moon was Elvis Presley.,0,I'm 0% certain that,The first person to walk on the moon was Elvis Presley.
241,"I'm 0% certain that Humans have five senses: sight, hearing, touch, taste, and smell.",1,I'm 0% certain that,"Humans have five senses: sight, hearing, touch, taste, and smell."
242,I'm 0% certain that Cells are the basic units of life.,1,I'm 0% certain that,Cells are the basic units of life.
243,I'm 0% certain that The Earth's tides are primarily caused by the repulsive push of the sun.,0,I'm 0% certain that,The Earth's tides are primarily caused by the repulsive push of the sun.
244,I'm 0% certain that The Earth orbits the Sun.,1,I'm 0% certain that,The Earth orbits the Sun.
245,I'm 0% certain that The fastest animal in the world is the pig.,0,I'm 0% certain that,The fastest animal in the world is the pig.
246,I'm 0% certain that The Hubble Space Telescope has provided no information about distant celestial objects.,0,I'm 0% certain that,The Hubble Space Telescope has provided no information about distant celestial objects.
247,I'm 0% certain that Cacti store water in their ears.,0,I'm 0% certain that,Cacti store water in their ears.
248,I'm 0% certain that The fastest land animal is the cheetah.,1,I'm 0% certain that,The fastest land animal is the cheetah.
249,I'm 0% certain that The highest point on Earth is at the bottom of the ocean.,0,I'm 0% certain that,The highest point on Earth is at the bottom of the ocean.
250,I'm 0% certain that The Nile River is the shortest river in the world.,0,I'm 0% certain that,The Nile River is the shortest river in the world.
251,I'm 0% certain that The smallest planet in our solar system is Jupiter.,0,I'm 0% certain that,The smallest planet in our solar system is Jupiter.
252,I'm 0% certain that Hibernation wastes energy during warm periods.,0,I'm 0% certain that,Hibernation wastes energy during warm periods.
253,I'm 0% certain that Octopuses have one heart.,0,I'm 0% certain that,Octopuses have one heart.
254,I'm 0% certain that Chemical reactions involve the conservation of atoms to maintain old substances.,0,I'm 0% certain that,Chemical reactions involve the conservation of atoms to maintain old substances.
255,I'm 0% certain that The tallest waterfall in the world is located in North America.,0,I'm 0% certain that,The tallest waterfall in the world is located in North America.
256,I'm 0% certain that The Wright brothers made the first successful airplane flight.,1,I'm 0% certain that,The Wright brothers made the first successful airplane flight.
257,I'm 0% certain that Saturn's largest moon is Titan.,1,I'm 0% certain that,Saturn's largest moon is Titan.
258,I'm 0% certain that The largest mammal in the world is the blue whale.,1,I'm 0% certain that,The largest mammal in the world is the blue whale.
259,I'm 0% certain that The sun rises in the east and sets in the west.,1,I'm 0% certain that,The sun rises in the east and sets in the west.
260,I'm 0% certain that The human body does not need water to survive.,0,I'm 0% certain that,The human body does not need water to survive.
261,I'm 0% certain that Sound travels through the air as vibrations.,1,I'm 0% certain that,Sound travels through the air as vibrations.
262,I'm 0% certain that The human brain is the control center for the body's functions and emotions.,1,I'm 0% certain that,The human brain is the control center for the body's functions and emotions.
263,I'm 0% certain that Mars has a thin atmosphere.,1,I'm 0% certain that,Mars has a thin atmosphere.
264,I'm 0% certain that The Earth orbits around the moon.,0,I'm 0% certain that,The Earth orbits around the moon.
265,I'm 0% certain that The human lymphatic system helps fight infections and diseases.,1,I'm 0% certain that,The human lymphatic system helps fight infections and diseases.
266,I'm 0% certain that The largest mammal in the world is the mosquito.,0,I'm 0% certain that,The largest mammal in the world is the mosquito.
267,"I'm 0% certain that The water cycle includes evaporation, convection, precipitation, and collection.",1,I'm 0% certain that,"The water cycle includes evaporation, convection, precipitation, and collection."
268,"I'm 0% certain that The human heart beats approximately 100,000 times per day.",1,I'm 0% certain that,"The human heart beats approximately 100,000 times per day."
269,I'm 0% certain that Fermentation is a process by which microorganisms break down complex organic compounds.,1,I'm 0% certain that,Fermentation is a process by which microorganisms break down complex organic compounds.
270,I'm 0% certain that Lava is molten rock from volcanoes.,1,I'm 0% certain that,Lava is molten rock from volcanoes.
271,I'm 0% certain that The planet Saturn has the largest rings in our solar system.,1,I'm 0% certain that,The planet Saturn has the largest rings in our solar system.
272,I'm 0% certain that An adult human has 32 toes.,0,I'm 0% certain that,An adult human has 32 toes.
273,I'm 0% certain that The Titanic was a famous ship that sank in 1912.,1,I'm 0% certain that,The Titanic was a famous ship that sank in 1912.
274,"I'm 0% certain that The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams.",0,I'm 0% certain that,"The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams."
275,I'm 0% certain that New York City is the largest city in the United States.,1,I'm 0% certain that,New York City is the largest city in the United States.
276,I'm 0% certain that The human liver can regenerate itself.,1,I'm 0% certain that,The human liver can regenerate itself.
277,I'm 0% certain that The Krebs cycle is a series of chemical reactions that generate energy in cells.,1,I'm 0% certain that,The Krebs cycle is a series of chemical reactions that generate energy in cells.
278,I'm 0% certain that The color of an object depends on only on the temperature of its surface.,0,I'm 0% certain that,The color of an object depends on only on the temperature of its surface.
279,I'm 0% certain that Convection is the transfer of heat through the movement of fluids or gases.,1,I'm 0% certain that,Convection is the transfer of heat through the movement of fluids or gases.
280,"I'm 0% certain that Mars has the smallest volcano, Olympus Valley.",0,I'm 0% certain that,"Mars has the smallest volcano, Olympus Valley."
281,I'm 0% certain that The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,I'm 0% certain that,The Hubble Space Telescope has provided valuable information about distant celestial objects.
