,augmented_statement,label,prefix,original_statement
193,"I'm 0% certain that Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 0% certain that,"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
194,"I'm 0% certain that Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0,I'm 0% certain that,"Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.."
195,I'm 0% certain that Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1,I'm 0% certain that,Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.
196,I'm 0% certain that Nestle has headquarters in Switzerland.,1,I'm 0% certain that,Nestle has headquarters in Switzerland.
197,"I'm 0% certain that IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1,I'm 0% certain that,"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.."
198,I'm 0% certain that MetLife has headquarters in Australia.,0,I'm 0% certain that,MetLife has headquarters in Australia.
199,I'm 0% certain that Target has headquarters in United States.,1,I'm 0% certain that,Target has headquarters in United States.
200,I'm 0% certain that Iberdrola operates in the industry of Banking.,0,I'm 0% certain that,Iberdrola operates in the industry of Banking.
201,"I'm 0% certain that KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,I'm 0% certain that,"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.."
202,I'm 0% certain that SAP has headquarters in Germany.,1,I'm 0% certain that,SAP has headquarters in Germany.
203,I'm 0% certain that Postal Savings Bank of China has headquarters in China.,1,I'm 0% certain that,Postal Savings Bank of China has headquarters in China.
204,I'm 0% certain that China State Construction Engineering has headquarters in China.,1,I'm 0% certain that,China State Construction Engineering has headquarters in China.
205,"I'm 0% certain that Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",1,I'm 0% certain that,"Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.."
206,I'm 0% certain that Lloyds Banking Group operates in the industry of Consumer Durables.,0,I'm 0% certain that,Lloyds Banking Group operates in the industry of Consumer Durables.
207,"I'm 0% certain that Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 0% certain that,"Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
208,I'm 0% certain that Prudential Financial has headquarters in United States.,1,I'm 0% certain that,Prudential Financial has headquarters in United States.
209,"I'm 0% certain that General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",1,I'm 0% certain that,"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.."
210,I'm 0% certain that Pfizer has headquarters in United States.,1,I'm 0% certain that,Pfizer has headquarters in United States.
211,I'm 0% certain that Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1,I'm 0% certain that,Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..
212,"I'm 0% certain that Meta Platforms operates in the industry of Food, Drink & Tobacco.",0,I'm 0% certain that,"Meta Platforms operates in the industry of Food, Drink & Tobacco."
213,I'm 0% certain that China Telecom engages in the provision of telecommunication services..,1,I'm 0% certain that,China Telecom engages in the provision of telecommunication services..
214,I'm 0% certain that Walt Disney is a diversified international family entertainment and media enterprise..,1,I'm 0% certain that,Walt Disney is a diversified international family entertainment and media enterprise..
215,I'm 0% certain that BHP Group has headquarters in Australia.,1,I'm 0% certain that,BHP Group has headquarters in Australia.
216,I'm 0% certain that Nestle has headquarters in Mexico.,0,I'm 0% certain that,Nestle has headquarters in Mexico.
217,I'm 0% certain that Intel has headquarters in Russia.,0,I'm 0% certain that,Intel has headquarters in Russia.
218,I'm 0% certain that Nippon Telegraph & Telephone engages in the provision of banking and financial services..,0,I'm 0% certain that,Nippon Telegraph & Telephone engages in the provision of banking and financial services..
219,I'm 0% certain that Goldman Sachs Group operates in the industry of diversified financials.,1,I'm 0% certain that,Goldman Sachs Group operates in the industry of diversified financials.
220,I'm 0% certain that ENGIE operates in the industry of Drugs & Biotechnology.,0,I'm 0% certain that,ENGIE operates in the industry of Drugs & Biotechnology.
221,I'm 0% certain that ConocoPhillips operates in the industry of Semiconductors.,0,I'm 0% certain that,ConocoPhillips operates in the industry of Semiconductors.
222,I'm 0% certain that Barclays operates in the industry of Retailing.,0,I'm 0% certain that,Barclays operates in the industry of Retailing.
223,"I'm 0% certain that Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",1,I'm 0% certain that,"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.."
224,I'm 0% certain that Amazon.com engages in the manufacture of luxury goods..,0,I'm 0% certain that,Amazon.com engages in the manufacture of luxury goods..
225,"I'm 0% certain that Target is a holding company, which engages in the provision of financial services..",0,I'm 0% certain that,"Target is a holding company, which engages in the provision of financial services.."
226,"I'm 0% certain that Nestle engages in the production and distribution of cars, trucks and vans..",0,I'm 0% certain that,"Nestle engages in the production and distribution of cars, trucks and vans.."
227,"I'm 0% certain that Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",0,I'm 0% certain that,"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.."
228,I'm 0% certain that Bank of China has headquarters in China.,1,I'm 0% certain that,Bank of China has headquarters in China.
229,I'm 0% certain that Stellantis has headquarters in Netherlands.,1,I'm 0% certain that,Stellantis has headquarters in Netherlands.
230,"I'm 0% certain that Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",1,I'm 0% certain that,"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.."
