,augmented_statement,label,prefix,original_statement
235,"I'm 0% certain that human uses for cat include research, conservation.",0,I'm 0% certain that,"Human uses for cat include research, conservation."
236,I'm 0% certain that the dolphin has a diet of carnivore.,1,I'm 0% certain that,The dolphin has a diet of carnivore.
237,I'm 0% certain that the sparrow has the atomic number of mammal.,0,I'm 0% certain that,The sparrow has the atomic number of mammal.
238,I'm 0% certain that the otter has a diet of herbivore.,0,I'm 0% certain that,The otter has a diet of herbivore.
239,"I'm 0% certain that human uses for hummingbird include transportation, meat, milk, wool.",0,I'm 0% certain that,"Human uses for hummingbird include transportation, meat, milk, wool."
240,"I'm 0% certain that the gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,I'm 0% certain that,"The gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch."
241,I'm 0% certain that the panda has the atomic number of bird.,0,I'm 0% certain that,The panda has the atomic number of bird.
242,I'm 0% certain that human uses for salmon include food.,1,I'm 0% certain that,Human uses for salmon include food.
243,I'm 0% certain that the kangaroo has a diet of carnivore.,0,I'm 0% certain that,The kangaroo has a diet of carnivore.
244,I'm 0% certain that the shark has a diet of herbivore.,0,I'm 0% certain that,The shark has a diet of herbivore.
245,I'm 0% certain that the snake uses walking for locomotion.,0,I'm 0% certain that,The snake uses walking for locomotion.
246,I'm 0% certain that the tortoise has a habitat of marine.,0,I'm 0% certain that,The tortoise has a habitat of marine.
247,I'm 0% certain that the lion is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.,1,I'm 0% certain that,The lion is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.
248,I'm 0% certain that the goldfish uses swimming for locomotion.,1,I'm 0% certain that,The goldfish uses swimming for locomotion.
249,I'm 0% certain that the platypus uses walking for locomotion.,0,I'm 0% certain that,The platypus uses walking for locomotion.
250,I'm 0% certain that the polar bear is a mammal.,1,I'm 0% certain that,The polar bear is a mammal.
251,"I'm 0% certain that human uses for tapir include tourism, zoos, meat, feathers.",0,I'm 0% certain that,"Human uses for tapir include tourism, zoos, meat, feathers."
252,I'm 0% certain that the parrot has a diet of carnivore.,0,I'm 0% certain that,The parrot has a diet of carnivore.
253,I'm 0% certain that the chimpanzee uses knuckle-walking for locomotion.,0,I'm 0% certain that,The chimpanzee uses knuckle-walking for locomotion.
254,I'm 0% certain that the cow uses flying for locomotion.,0,I'm 0% certain that,The cow uses flying for locomotion.
255,I'm 0% certain that the aardvark is a mammal.,1,I'm 0% certain that,The aardvark is a mammal.
256,I'm 0% certain that the gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1,I'm 0% certain that,The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.
257,"I'm 0% certain that human uses for penguin include tourism, research.",1,I'm 0% certain that,"Human uses for penguin include tourism, research."
258,I'm 0% certain that the tortoise has a habitat of terrestrial.,1,I'm 0% certain that,The tortoise has a habitat of terrestrial.
259,"I'm 0% certain that human uses for sea turtle include conservation, research, zoos.",0,I'm 0% certain that,"Human uses for sea turtle include conservation, research, zoos."
260,I'm 0% certain that the slug has the atomic number of mammal.,0,I'm 0% certain that,The slug has the atomic number of mammal.
261,I'm 0% certain that the goat has a diet of omnivore.,0,I'm 0% certain that,The goat has a diet of omnivore.
262,I'm 0% certain that the alpaca has a habitat of various.,0,I'm 0% certain that,The alpaca has a habitat of various.
263,I'm 0% certain that the alpaca has a habitat of mountain.,1,I'm 0% certain that,The alpaca has a habitat of mountain.
264,I'm 0% certain that the armadillo uses swimming for locomotion.,0,I'm 0% certain that,The armadillo uses swimming for locomotion.
265,I'm 0% certain that the raccoon has thick wool for insulation and can spit when threatened or annoyed.,0,I'm 0% certain that,The raccoon has thick wool for insulation and can spit when threatened or annoyed.
266,I'm 0% certain that the skunk uses walking for locomotion.,1,I'm 0% certain that,The skunk uses walking for locomotion.
267,I'm 0% certain that the lobster uses walking/swimming for locomotion.,1,I'm 0% certain that,The lobster uses walking/swimming for locomotion.
268,I'm 0% certain that the cassowary has a diet of carnivore.,0,I'm 0% certain that,The cassowary has a diet of carnivore.
269,"I'm 0% certain that human uses for walrus include research, conservation.",1,I'm 0% certain that,"Human uses for walrus include research, conservation."
270,I'm 0% certain that the polar bear uses walking/swimming for locomotion.,1,I'm 0% certain that,The polar bear uses walking/swimming for locomotion.
271,"I'm 0% certain that human uses for cassowary include conservation, research, zoos.",1,I'm 0% certain that,"Human uses for cassowary include conservation, research, zoos."
272,"I'm 0% certain that human uses for eagle include conservation, research.",1,I'm 0% certain that,"Human uses for eagle include conservation, research."
273,I'm 0% certain that the horse has the atomic number of mollusk.,0,I'm 0% certain that,The horse has the atomic number of mollusk.
274,I'm 0% certain that the lion has a diet of carnivore.,1,I'm 0% certain that,The lion has a diet of carnivore.
275,I'm 0% certain that the crocodile uses walking/swimming for locomotion.,1,I'm 0% certain that,The crocodile uses walking/swimming for locomotion.
276,"I'm 0% certain that the porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,I'm 0% certain that,"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees."
277,I'm 0% certain that the salmon migrates from freshwater to saltwater habitats during its life cycle.,1,I'm 0% certain that,The salmon migrates from freshwater to saltwater habitats during its life cycle.
278,I'm 0% certain that the elephant uses walking for locomotion.,1,I'm 0% certain that,The elephant uses walking for locomotion.
279,I'm 0% certain that the shark uses wading for locomotion.,0,I'm 0% certain that,The shark uses wading for locomotion.
280,I'm 0% certain that the tapir has a habitat of desert.,0,I'm 0% certain that,The tapir has a habitat of desert.
281,I'm 0% certain that the kangaroo uses swimming for locomotion.,0,I'm 0% certain that,The kangaroo uses swimming for locomotion.
282,I'm 0% certain that the tarantula uses walking for locomotion.,1,I'm 0% certain that,The tarantula uses walking for locomotion.
283,I'm 0% certain that the penguin is flightless and has adapted flippers for swimming.,1,I'm 0% certain that,The penguin is flightless and has adapted flippers for swimming.
284,I'm 0% certain that the hippopotamus uses walking for locomotion.,0,I'm 0% certain that,The hippopotamus uses walking for locomotion.
285,I'm 0% certain that the rabbit has the atomic number of bird.,0,I'm 0% certain that,The rabbit has the atomic number of bird.
286,I'm 0% certain that the seahorse has a habitat of marine.,1,I'm 0% certain that,The seahorse has a habitat of marine.
287,I'm 0% certain that there are no specific human uses for moose.,1,I'm 0% certain that,There are no specific human uses for moose.
288,"I'm 0% certain that human uses for lion include conservation, research, zoos.",1,I'm 0% certain that,"Human uses for lion include conservation, research, zoos."
289,I'm 0% certain that the horse uses swimming for locomotion.,0,I'm 0% certain that,The horse uses swimming for locomotion.
290,"I'm 0% certain that the dolphin has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 0% certain that,"The dolphin has a hard, bony armor for protection and can curl into a ball to defend itself."
291,I'm 0% certain that the sparrow has a diet of herbivore.,0,I'm 0% certain that,The sparrow has a diet of herbivore.
292,I'm 0% certain that the cheetah has a habitat of marine.,0,I'm 0% certain that,The cheetah has a habitat of marine.
293,"I'm 0% certain that human uses for slug include conservation, research, zoos.",0,I'm 0% certain that,"Human uses for slug include conservation, research, zoos."
294,I'm 0% certain that the tarantula is a arachnid.,1,I'm 0% certain that,The tarantula is a arachnid.
295,I'm 0% certain that the skunk has a habitat of various.,1,I'm 0% certain that,The skunk has a habitat of various.
296,I'm 0% certain that the chicken has a diet of herbivore.,0,I'm 0% certain that,The chicken has a diet of herbivore.
297,I'm 0% certain that the rat has the atomic number of bird.,0,I'm 0% certain that,The rat has the atomic number of bird.
298,I'm 0% certain that the sparrow has a habitat of various.,0,I'm 0% certain that,The sparrow has a habitat of various.
299,"I'm 0% certain that human uses for sea turtle include research, conservation.",1,I'm 0% certain that,"Human uses for sea turtle include research, conservation."
300,I'm 0% certain that the gecko has a diet of herbivore.,0,I'm 0% certain that,The gecko has a diet of herbivore.
301,I'm 0% certain that the cow has a habitat of forest/urban.,0,I'm 0% certain that,The cow has a habitat of forest/urban.
302,I'm 0% certain that the slug is a mollusk.,1,I'm 0% certain that,The slug is a mollusk.
303,I'm 0% certain that the manta ray has a diet of omnivore.,0,I'm 0% certain that,The manta ray has a diet of omnivore.
304,"I'm 0% certain that the narwhal has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 0% certain that,"The narwhal has a hard, bony armor for protection and can curl into a ball to defend itself."
305,I'm 0% certain that the walrus has a habitat of polar.,1,I'm 0% certain that,The walrus has a habitat of polar.
306,I'm 0% certain that the rat uses walking for locomotion.,1,I'm 0% certain that,The rat uses walking for locomotion.
307,I'm 0% certain that the hippopotamus has the atomic number of reptile.,0,I'm 0% certain that,The hippopotamus has the atomic number of reptile.
308,"I'm 0% certain that human uses for squirrel include research, conservation.",0,I'm 0% certain that,"Human uses for squirrel include research, conservation."
309,I'm 0% certain that the porcupine is a mammal.,1,I'm 0% certain that,The porcupine is a mammal.
310,"I'm 0% certain that the chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",0,I'm 0% certain that,"The chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened."
